ident,text,items,faults,actions
105870,number 3 intake leaking on right-hand engine . removed and replaced gasket .,intake; engine; gasket,leaking,removed; replaced
105871,number 4 intake leaking on left-hand engine . removed and replaced gasket .,intake; engine; gasket,leaking,removed; replaced
105872,sniffler valves dirty . cleaned both sniffler valves .,sniffler valves,dirty,cleaned
105873,number 2 intake leaking . removed and replaced gasket .,intake; gasket,leaking,removed; replaced
105874,"engine running rough on takeoff , cruise , climb . went through . ground ran aircraft , could not duplicate discrepancy . maintenanc",engine; aircraft,running rough,ground ran
105875,compressor wash required . removed right-hand p 3 filter and capped lines .,compressor wash; p 3 filter; lines,,removed; capped
105876,compressor wash required . removed left-hand p 3 filter and capped lines .,compressor wash; p 3 filter; lines,,removed; capped
105877,"engine started normal and idled normal , but when brought up to . disassembled baffles , inspected and found number 1 , 3 exhaust v",engine; baffles; exhaust v,,disassembled; inspected
105878,missing hardware on right-hand baffle and muffler . replaced missing hardware on muffler baffle .,hardware; baffle; muffler; muffler baffle,missing,replaced
105879,number 4 intake tube leaking at sump . leak check good .,intake tube; sump,leaking,leak check
105880,number 4 intake tube leaking at sump . swedged intake in accordance with lycoming direct drive manual . instal,intake tube; sump; intake,leaking,swedged
105881,left-hand engine number 3 intake leaking . removed and replaced intake gasket .,engine; intake; intake gasket,leaking,removed; replaced
105882,right-hand engine number 3 rocker box cover gasket leaking . removed and replaced gasket with new silicone gasket .,engine; rocker box cover gasket; gasket; silicone gasket,leaking,removed; replaced
105883,cylinder number 2 suspected oil leak at base . leak check good .,cylinder,oil leak,leak check
105884,cylinder number 2 suspected oil leak at base . retorqued number 2 cylinder base nuts .,cylinder; cylinder base nuts,oil leak,
105885,multiple zip ties on engine mount . removed ties and installed lacing cord .,zip ties; engine mount; ties; lacing cord,,removed; installed
105886,"during preflight , found oil leaking out from left-hand side of engine . found oil leaking from number 2 and 4 rocker covers . replaced r",oil; engine; rocker covers,leaking,replaced
105887,number 2 cylinder intake tube bolt broken . removed broken bolt .,cylinder; intake tube; bolt,broken,removed
105888,spark plug baffle plugs missing . installed new plugs .,spark plug; baffle plugs; plugs,missing,installed
105889,number 1 cylinder cracked . for engine replacement .,cylinder; engine,cracked,replacement
105890,number 4 intake leaking . removed and replaced gasket .,intake; gasket,leaking,removed; replaced
105891,intake number 4 leaking on right-hand engine . removed and replaced gasket .,intake; engine; gasket,leaking,removed; replaced
105892,"intakes 2 , 3 and 4 leaking on left-hand engine . removed and replaced gaskets .",intakes; engine; gaskets,leaking,removed; replaced
105893,"after landing , brought power to idle , rpm got as low as 530 , . performed ground run , engine operated good . no defects",engine,,ground run
105894,cylinder 3 or 4 has a stuck exhaust valve . ran up aircraft and installed cowl . operations and leak check good .,cylinder; exhaust valve; aircraft; cowl,stuck,ran up; installed; operations; leak check
105895,"cylinder 3 or 4 has a stuck exhaust valve . performed compression test , verified number 4 cylinder has zero co",cylinder; exhaust valve,stuck,compression test; verified
105896,cylinder 3 or 4 has a stuck exhaust valve . reamed number 4 cylinder exhaust guide . dry tappet clearance check go,cylinder; exhaust valve; exhaust guide,stuck,reamed; clearance check
105897,number 3 intake tube gasket leaking . installed new gasket .,intake tube gasket; gasket,leaking,installed
105898,number 1 and 3 rocker box cover gaskets leaking . installed new gaskets .,rocker box cover gaskets; gaskets,leaking,installed
105899,accessory housing / vacuum adapter gasket leaking . installed new gasket .,vacuum adapter gasket; gasket,leaking,installed
105900,"aircraft in grafton . flames on start up and burned / sooted cowl . drove to grafton and inspected aircraft , muffler and air intake",aircraft; cowl; muffler; air intake,burned / sooted; flames,inspected
105901,right-hand engine number 3 intake leaking . replaced gasket .,engine; intake; gasket,leaking,replaced
105902,left-hand engine number 3 intake leaking . removed and replaced intake gasket .,engine; intake; intake gasket,leaking,removed; replaced
105903,right-hand engine number 3 rocker cover leaking . replaced rocker cover gasket .,engine; rocker cover; rocker cover gasket,leaking,replaced
105904,number 2 intake leaking . removed and replaced gasket .,intake; gasket,leaking,removed; replaced
105905,"baffle by case split , cracked . fabricated baffle connector plate from like material and",baffle; case; baffle connector plate; like material,split; cracked,fabricated
105906,cylinder number 3 intake gasket leaking . removed and replaced gasket .,cylinder; intake gasket; gasket,leaking,removed; replaced
105907,lower bolt outboard for oil cooler flange loose cracked . cleaned and insp - no cracks . assembled bolt back in place,bolt; oil cooler flange,loose; cracked,cleaned; insp; assembled
105908,right-hand engine cylinder number 3 intake gasket leaking . installed new gasket .,engine; cylinder; intake gasket; gasket,leaking,installed
105909,long baffle tie rod cracked . replaced baffle tie rod .,baffle tie rod,cracked,replaced
105910,engine very rough after start - does not run at idle . completed reassembly .,engine,very rough; does not run,completed reassembly
105911,"engine very rough after start - does not run at idle . ran aircraft , operations and leak check good .",engine; aircraft,very rough; does not run,ran; operations; leak check
105912,"engine very rough after start - does not run at idle . ran aircraft , verified engine runs rough .",engine; aircraft,very rough; runs rough,ran; verified
105913,"engine very rough after start - does not run at idle . performed compression test , found number 4 cylinder 0 / 80 . borescop",engine; cylinder,very rough; does not run,compression test; borescop
105914,"engine very rough after start - does not run at idle . replaced number 4 cylinder with new assembly , torqued to case . dry tappe",engine; cylinder; assembly,very rough,replaced; torqued
105915,pilot requires start assist . started aircraft .,aircraft,,start assist; started
105916,manufacturer requested connecting rod exchange . continued reassembly .,connecting rod exchange,,continued reassembly
105917,manufacturer requested connecting rod exchange . removed cowl / exha ust - wiring .,manufacturer; connecting rod exchange; cowl / exha ust - wiring,,removed
105918,manufacturer requested connecting rod exchange . removed remaining baffles . removed cylinders and connecti,manufacturer; connecting rod exchange; baffles; cylinders,,removed
105919,manufacturer requested connecting rod exchange . began assembly of engine by installed new connecting rods and,connecting rod exchange; engine; connecting rods,,began assembly; installed
105920,manufacturer requested connecting rod exchange . for completion of rocker installation . assembly c,manufacturer; connecting rod exchange; rocker installation,,assembly
105921,"number 3 exhaust , number 4 in , number 4 exhaust push rod tips galled and rocker arms . installed new push rods . waiting on rocker arms .",exhaust; in; exhaust push rod tips; rocker arms; push rods,,galled; installed
105922,"number 3 exhaust , number 4 in , number 4 exhaust push rod tips galled and rocker arms . completed installation of rocker arms dry clearance ok",exhaust; in; exhaust push rod tips; rocker arms,,galled; completed installation
105923,engine runs rough on run up . engine run smooth on run up . operations and leak check good .,engine,runs rough,operations; leak check
105924,"engine runs rough on run up . reamed all 4 exhaust valves , clearances checked good ; cylinder",engine; exhaust valves; cylinder,runs rough,reamed; checked
105925,number 2 intake leaking . removed and replaced gasket .,intake; gasket,leaking,removed; replaced
105926,"engine would sputter when going from idle to full throttle . ran up aircraft , warmed to operating temperature . no defects noted .",engine; aircraft,would sputter,ran up; warmed
105927,"rough running engine in flight . partial power loss , little t . removed cowl and spark plug leads . observed crack across",engine; cowl; spark plug leads,crack; rough running; partial power loss,removed; observed
105928,"rough running engine in flight . partial power loss , little t . completed transferring serviceable components . installe",engine; serviceable components,rough running; partial power loss,transferring; installe
105929,"rough running engine in flight . partial power loss , little t . removed engine in accordance with maintenance manual . started transferring comp",engine,rough running; partial power loss,removed; started transferring
105930,"rough running engine in flight . partial power loss , little t . removed spark plugs . serviced with 8 quarts mineral oil . pre",engine; spark plugs; mineral oil,rough running; partial power loss,removed; serviced
