IDENT,raw,normalized,n_tokens,n_expansions
105050,"HIGH CYLINDER HEAD TEMPS, OVER 400*. CLEANED DEBRIS FROM COOLER SYSTEM. INSPECTED CYLINDERS","high cylinder head temps, over 400 degrees. cleaned debris from cooler system. inspected cylinders",17,1
105051,#4 CYL ROCKER COVER GASKET LEAKING. REPLACED GASKET.,number 4 cylinder rocker cover gasket leaking. replaced gasket.,10,2
105052,"OIL COMING OUT OF TOP L/H COWLING. RAN UP A/C, LEAK CK GOOD.","oil coming out of top left-hand cowling. ran up aircraft, leak check good.",16,3
105053,OIL COMING OUT OF TOP L/H COWLING. REMOVED COWLING. CLEANED ENGINE.,oil coming out of top left-hand cowling. removed cowling. cleaned engine.,14,1
105054,"OIL COMING OUT OF TOP L/H COWLING. PERFORMED GROUND RUN, VERIFIED OIL LEAKAGE @ LIFTING EY","oil coming out of top left-hand cowling. performed ground run, verified oil leakage at lifting ey",18,2
105055,R/H ENGINE OVER TEMP 503*. PERFORMED GROUND RUN; ALL SYSTEMS CK GOOD. CK'ED COMPRE,right-hand engine over temperature 503 degrees. performed ground run; all systems check good. checked compre,18,5
105056,"#2, 3, 4 INTAKE GASKETS ON R/H ENGINE, LEAKING. REMOVED & REPLACED GASKETS.","number 2, 3, 4 intake gaskets on right-hand engine, leaking. removed and replaced gaskets.",18,3
105057,INTAKE GASKET LEAKING ON L/H ENG #4 CYLINDER. REMOVED & REPLACED W/ NEW GASKET.,intake gasket leaking on left-hand engine number 4 cylinder. removed and replaced with new gasket.,16,5
105058,"L/H ENGINE #2 CYL COMPRESSION LOW. RAN A/C, LEAK CK GOOD.","left-hand engine number 2 cylinder compression low. ran aircraft, leak check good.",14,5
105059,R/H ENGINE #4 CYL AFT BAFFLE HAS SCREW MISSING. REPLACED SCREW.,right-hand engine number 4 cylinder aft baffle has screw missing. replaced screw.,13,3
105060,"L/H ENGINE #2 CYL COMPRESSION LOW. REMOVED FWD EXHAUST ASSY, #2 CYL & BAFFLES, R/H SIDE IN","left-hand engine number 2 cylinder compression low. removed forward exhaust assembly, number 2 cylinder and baffles, right-hand side in",20,9
105061,"FWD BAFFLE, BY #2 CYL, CRACKED. STOP DRILLED CRACK.","forward baffle, by number 2 cylinder, cracked. stop drilled crack.",13,3
105062,#2 & 4 INTAKES LEAKING. REMOVED & REPLACED GASKETS.,number 2 and 4 intakes leaking. removed and replaced gaskets.,11,3
105063,#4 CYL INTAKE LEAK. REMOVED & REPLACED GASKET.,number 4 cylinder intake leak. removed and replaced gasket.,10,3
105064,PROP STRIKE REQUIRING REPLACEMENT OF PROP. REMOVED COWL. REMOVED ACCESSORY HOUSING. REMOVED CRANKS,propeller strike requiring replacement of propeller. removed cowl. removed accessory housing. removed cranks,16,2
105065,"PROP STRIKE REQUIRING REPLACEMENT OF PROP. ASSEMBLED ACCESSORY CASE, INSTALLED FUEL PUMP, VAC PUMP","propeller strike requiring replacement of propeller. assembled accessory case, installed fuel pump, vacuum pump",17,3
105066,INTAKES 2 & 4 LEAKING. REMOVED & REPLACED INTAKE GASKETS.,intakes 2 and 4 leaking. removed and replaced intake gaskets.,12,2
105067,"PROP OVERSPEED IN DOWN DRAFT = 2730 RPM, 2-3 SECS. PULLED & ANALYZED SD CARD TO FIND TOP OVERSPEED OF 2722","propeller overspeed in down draft equals 2730 rpm, 2 - 3 secs. pulled and analyzed sd card to find top overspeed of 2722",25,3
105068,#4 CYLINDER BAFFLE SECTION DAMAGED. REMOVED & REPLACED BAFFLE.,number 4 cylinder baffle section damaged. removed and replaced baffle.,11,2
105069,ENG GROUNDING BOLT LOOSE. TIGHTENED BOLT.,engine grounding bolt loose. tightened bolt.,8,1
105070,R/H ENG #3 INTAKE GASKET LEAKING. REMOVED & REPLACED INTAKE GASKET.,right-hand engine number 3 intake gasket leaking. removed and replaced intake gasket.,13,4
105071,ALL HOSE CLAMPS ON ROCKER DRAINS LOOSE. TIGHTENED ALL HOSE CLAMPS.,all hose clamps on rocker drains loose. tightened all hose clamps.,13,0
105072,"2, 3 & 4 INTAKES LEAKING. REMOVED & REPLACED GASKETS.","2, 3 and 4 intakes leaking. removed and replaced gaskets.",13,2
105073,#1 CYLINDER BAFFLE SEAL NEEDS TO BE SECURED. RESECURED SEAL W/ POP RIVETS.,number 1 cylinder baffle seal needs to be secured. resecured seal with pop rivets.,15,2
105074,"L/H ENG, #3 ROCKER COVER GASKET LEAKS. REMOVED & REPLACED GASKET.","left-hand engine, number 3 rocker cover gasket leaks. removed and replaced gasket.",14,4
105075,L/H ENG BAFFLE SEAL LOOSE BY #4 CYL. RIVETED BAFFLE SEAL TO BAFFLE.,left-hand engine baffle seal loose by number 4 cylinder. riveted baffle seal to baffle.,15,4
105076,STANDOFF ON CYL #3 BROKEN. REMOVED & REPLACED STANDOFF.,standoff on cylinder number 3 broken. removed and replaced standoff.,11,3
105077,2 & 4 INTAKE GASKETS LEAKING. REMOVED & REPLACED GASKETS.,2 and 4 intake gaskets leaking. removed and replaced gaskets.,12,2
105078,BOTH ENG BAFFLE PLUGS ARE WORN. INSTALLED 2 NEW PLUGS.,both engine baffle plugs are worn. installed 2 new plugs.,12,1
105079,BLACK FWD SEAL ON ENG WORN IN SPOTS & LOOSE ON L/H SIDE. APPLIED RTV TO WORN AREAS & SECURED LOOSE SECTION.,black forward seal on engine worn in spots and loose on left-hand side. applied rtv to worn areas and secured loose section.,24,5
105080,"DURING FLIGHT, L/H ENGINE WAS RUNNING ROUGH. COULD NOT GET V. MAG TIMING CK'ED GOOD. BORE SCOPED CYL #4; NO DEFECTS N","during flight, left-hand engine was running rough. could not get v. magneto timing checked good. bore scoped cylinder number 4; no defects n",27,5
105081,"DURING FLIGHT, L/H ENGINE WAS RUNNING ROUGH. COULD NOT GET V. PERFORMED GROUND RUN, NO DEFECTS NOTED. PULLED ENGINE D","during flight, left-hand engine was running rough. could not get v. performed ground run, no defects noted. pulled engine d",25,1
105082,"DURING RUN UP, BROUGHT THROTTLE TO IDLE; ENGINE SHUT DOWN. RAN A/C & FOUND LOW IDLE SPEED. ADJUSTED IDLE SPEED. OP","during run up, brought throttle to idle; engine shutdown. ran aircraft and found low idle speed. adjusted idle speed. op",25,2
105083,BAFFLE PLUGS WORN. REMOVED & REPLACED BAFFLE PLUGS.,baffle plugs worn. removed and replaced baffle plugs.,10,1
105084,L/H ENG #2 & 4 INTAKE GASKETS LEAK. REPLACED BOTH INTAKE GASKETS.,left-hand engine number 2 and 4 intake gaskets leak. replaced both intake gaskets.,14,4
105085,#4 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,number 4 intake gasket leaking. removed and replaced gasket.,10,2
105086,BAFFLE SEAL IS LOOSE ON FWD BOTTOM R/H SIDE. SECURED BAFFLE SEAL.,baffle seal is loose on forward bottom right-hand side. secured baffle seal.,14,2
105087,#3 INTAKE LEAKING. REMOVED & REPLACED GASKET.,number 3 intake leaking. removed and replaced gasket.,9,2
105088,ENGINE WAS SPUTTERING LIKE IT WAS GOING TO CUT OUT AT 1000 R. RAN UP ENGINE. COULD NOT DUPLICATE DISCREP. ENGINE RUNS,engine was sputtering like it was going to cut out at 1000 r. ran up engine. could not duplicate discrepancy. engine runs,25,1
105089,STUCK VALVE ON #3 CYL. DAMAGE TO PUSH ROD & HOUSING. REASSSEMBLED CYL.,stuck valve on number 3 cylinder. damage to push rod and housing. reasssembled cylinder.,16,4
105090,STUCK VALVE ON #3 CYL. DAMAGE TO PUSH ROD & HOUSING. LEAK & OPS CK GOOD.,stuck valve on number 3 cylinder. damage to push rod and housing. leak and operations check good.,19,6
105091,"STUCK VALVE ON #3 CYL. DAMAGE TO PUSH ROD & HOUSING. REMOVED CYL ASSY, INSTALLED NEW CYL ASSY USING SERVICEA","stuck valve on number 3 cylinder. damage to push rod and housing. removed cylinder assembly, installed new cylinder assembly using servicea",23,7
105092,#3 & 2 INTAKE GASKETS LEAKING. REMOVED & REPLACED GASKETS.,number 3 and 2 intake gaskets leaking. removed and replaced gaskets.,12,3
105093,SNIFFLER VALVES DIRTY. CLEANED SNIFFLER VALVES.,sniffler valves dirty. cleaned sniffler valves.,8,0
105094,#4 CYL INTAKE GASKET LEAKS. REPLACED GASKET.,number 4 cylinder intake gasket leaks. replaced gasket.,9,2
105095,#2 & 4 UPPER LEADS NEED TO BE SECURED AT BATT COOLING. USED TIE WRAP STAND OFF & SECURED.,number 2 and 4 upper leads need to be secured at battery cooling. used tie wrap standoff and secured.,20,4
105096,#2 INTAKE GASKET LEAKING. REPLACED GASKET.,number 2 intake gasket leaking. replaced gasket.,8,1
105097,R/H ENG #2 INTAKE GASKET LEAKING. INSTALLED NEW INTAKE GASKET.,right-hand engine number 2 intake gasket leaking. installed new intake gasket.,12,3
105098,#3 BAFFLE NEEDS TO BE PATCHED. BUTTON PLUG HOLE HAS WORN TOO. INSTALLED RIVETED PATCH & REPLACED BOTH BAFFLE PLUGS.,number 3 baffle needs to be patched. button plug hole has worn too. installed riveted patch and replaced both baffle plugs.,23,2
105099,#2 INTAKE LEAKING ON R/H ENGINE. REMOVED & REPLACED GASKET.,number 2 intake leaking on right-hand engine. removed and replaced gasket.,12,3
105100,#3 & 4 INTAKES LEAKING ON L/H ENGINE. REMOVED & REPLACED GASKETS.,number 3 and 4 intakes leaking on left-hand engine. removed and replaced gaskets.,14,4
105101,#4 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,number 4 intake gasket leaking. removed and replaced gasket.,10,2
105102,OVERSPED PROP TO 2720 RPM FOR APPROX 1 SECOND. REMOVED DATA CARD FROM A/C & DOWNLOADED DATA. C/W LYCOM,oversped propeller to 2720 rpm for approximately 1 second. removed data card from aircraft and downloaded data. complied with lycom,21,5
105103,R/H ENG #3 INTAKE GASKET LEAKS. REMOVED & REPLACED GASKET.,right-hand engine number 3 intake gasket leaks. removed and replaced gasket.,12,4
105104,#2 FRONT BAFFLE IS CRACKED. STOP DRILLED CRACK.,number 2 front baffle is cracked. stop drilled crack.,10,1
105105,R/H ENGINE BAFFLE ACCESS HOLE ELONGATED. INSTALLED A RIVETED PATCH.,right-hand engine baffle access hole elongated. installed a riveted patch.,12,1
105106,#1 CYLINDER BAFFLE UNSECURE. SECURED W/ RIVETS IN 4 PLACES.,number 1 cylinder baffle unsecure. secured with rivets in 4 places.,12,2
105107,#4 INTAKE GASKET LEAKS. REMOVED & REPLACED GASKET.,number 4 intake gasket leaks. removed and replaced gasket.,10,2
105108,#4 INTAKE LEAKING. REPLACED GASKET.,number 4 intake leaking. replaced gasket.,7,1
105109,#4 INTAKE GASKET LEAKING. REPLACED GASKET.,number 4 intake gasket leaking. replaced gasket.,8,1
105110,"ROUGH RUNNING ENGINE ON START UP. FOUND #2 EXHAUST GUIDE TIGHT, W/ CARBON. REAMED ALL EXH","rough running engine on start up. found number 2 exhaust guide tight, with carbon. reamed all exhaust",19,3
105111,#2 & 3 INTAKE GASKETS LEAKING. REMOVED & REPLACED INTAKE GASKETS.,number 2 and 3 intake gaskets leaking. removed and replaced intake gaskets.,13,3
105112,IMPELLER IS DIRTY. CLEANED IMPELLER.,impeller is dirty. cleaned impeller.,7,0
105113,"PROP WAS OVERSPED TO 2720 FOR 6 SECONDS. REMOVED DATA CARD & REVIEWED INFORMATION, FOUND OVERSPE","propeller was oversped to 2720 for 6 seconds. removed data card and reviewed information, found overspe",18,2
105114,"R/H BAFFLE SEAL, BY #2 CYL, TORN. REMOVED TORN BAFFLE SEAL.","right-hand baffle seal, by number 2 cylinder, torn. removed torn baffle seal.",15,3
105115,R/H #2 ROCKER COVER GASKET LEAKS. REMOVED & REPLACED GASKET.,right-hand number 2 rocker cover gasket leaks. removed and replaced gasket.,12,3
105116,"R/H BAFFLE SEAL, BY #2 CYL, TORN. MADE NEW SEALS & INSTALLED.","right-hand baffle seal, by number 2 cylinder, torn. made new seals and installed.",16,4
105117,R/H #3 INTAKE GASKET LEAKING. REMOVED & REPLACED W/ NEW GASKET.,right-hand number 3 intake gasket leaking. removed and replaced with new gasket.,13,4
105118,L/H ENG O/B BAFFLE TIE ROD BROKEN. INSTALLED NEW BAFFLE TIE ROD.,left-hand engine outboard baffle tie rod broken. installed new baffle tie rod.,14,3
105119,"R/H #1, 3 OIL RETURN LINES LOOSE. REPOSITIONED & TIGHTENED #1 & 3 OIL RETURN LINE CLAMPS.","right-hand number 1, 3 oil return lines loose. repositioned and tightened number 1 and 3 oil return line clamps.",20,5
105120,#1 INTAKE LEAKING. REMOVED & REPLACED GASKET. LEAK CK GOOD.,number 1 intake leaking. removed and replaced gasket. leak check good.,13,3
105121,FWD R/H BAFFLE NEEDS TO BE SEALED. SEALED BAFFLE.,forward right-hand baffle needs to be sealed. sealed baffle.,11,2
105122,#4 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,number 4 intake gasket leaking. removed and replaced gasket.,10,2
105123,"UPON ENGINE START UP; WHEN INCREASING THROTTLE TO 1200 TO LE. RAN A/C, PERFORMED FOULED PLUG PROCEDURE. OPS GOOD. RAN","upon engine start up; when increasing throttle to 1200 to le. ran aircraft, performed fouled plug procedure. operations good. ran",25,2
105124,"FWD BAFFLING, AFT OF ALTERNATOR, IS CRACKED. STOP DRILLED CRACK.","forward baffling, aft of alternator, is cracked. stop drilled crack.",14,1
105125,R/H BAFFLE SPRING PULLED THROUGH AFT BAFFLING. DRILLED NEW HOLE & INSTALLED NEW SPRING.,right-hand baffle spring pulled through aft baffling. drilled new hole and installed new spring.,16,2
105126,#4 INTAKE GASKET LEAKS. REMOVED & REPLACED GASKET.,number 4 intake gasket leaks. removed and replaced gasket.,10,2
105127,#2 & 4 INTAKES LEAKING. REMOVED & REPLACED GASKETS.,number 2 and 4 intakes leaking. removed and replaced gaskets.,11,3
105128,BAFFLE PLUGS WORN. REMOVED & REPLACED BAFFLE PLUGS.,baffle plugs worn. removed and replaced baffle plugs.,10,1
105129,#4 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,number 4 intake gasket leaking. removed and replaced gasket.,10,2
105130,#3 INTAKE IS LEAKING. REMOVED & REPLACED GASKET.,number 3 intake is leaking. removed and replaced gasket.,10,2
105131,L/H BAFFLE CRACKED BY #3 CYL. STOP DRILLED CRACK.,left-hand baffle cracked by number 3 cylinder. stop drilled crack.,11,3
105132,L/H #3 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,left-hand number 3 intake gasket leaking. removed and replaced gasket.,11,3
105133,"L/H ENGINE RUNS @ 2700, R/H ONLY 2600. ADJUSTED FINE ADJUSTMENT SCREW ON GOVERNOR 4 TURNS COUN","left-hand engine runs at 2700, right-hand only 2600. adjusted fine adjustment screw on governor 4 turns coun",19,3
105134,#1 INTAKE LEAKING. REMOVED & REPLACED GASKET.,number 1 intake leaking. removed and replaced gasket.,9,2
105135,#1 & 4 ROCKER COVERS LEAKING. REMOVED & REPLACED GASKETS.,number 1 and 4 rocker covers leaking. removed and replaced gaskets.,12,3
105136,ENGINE BAFFLE SEAL LOOSE BY #1 CYLINDER. RESECURED BAFFLE SEAL.,engine baffle seal loose by number 1 cylinder. resecured baffle seal.,12,1
105137,"ON CLIMB OUT, HAD AN AUDIBLE RPM DROP & LOSS OF 400 RPM. ENG. PERFORMED GROUND RUN; UNABLE TO DUPLICATE. PERFORMED CO","on climb out, had an audible rpm drop and loss of 400 rpm. engine. performed ground run; unable to duplicate. performed co",27,2
105138,"ENGINE RAN VERY ROUGH A FEW DIFFERENT TIMES IN PATTERN. RPM. RAN A/C, PERFORMED MAG CK SEVERAL TIMES - NO DEFECTS. R","engine ran very rough a few different times in pattern. rpm. ran aircraft, performed magneto check several times - no defects. r",26,3
105139,"OIL BREATHER LEAKING. REMOVED COWLING & CLEANED ENGINE. RAN A/C, FOUND ACCESS","oil breather leaking. removed cowling and cleaned engine. ran aircraft, found access",15,2
105140,"OIL BREATHER LEAKING. REMOVED OIL SUMP, REPLACED GASKET, REINSTALLED OIL SUMP","oil breather leaking. removed oil sump, replaced gasket, reinstalled oil sump",14,0
105141,CYL #4 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,cylinder number 4 intake gasket leaking. removed and replaced gasket.,11,3
105142,PROP OVERSPEED TO 2630. INSPECTED DATA FROM FDM CARD. FOUND TO BE 2667.8; WHICH,propeller overspeed to 2630. inspected data from fdm card. found to be 2667.8; which,17,1
105143,#3 AFT BAFFLE IS CRACKED. STOP DRILLED CRACK.,number 3 aft baffle is cracked. stop drilled crack.,10,1
105144,R/H FWD ENGINE BAFFLE CRACKED. STOP DRILLED CRACK.,right-hand forward engine baffle cracked. stop drilled crack.,10,2
105145,R/H BAFFLE BY #1 CYL CRACKED. STOP DRILLED CRACK.,right-hand baffle by number 1 cylinder cracked. stop drilled crack.,11,3
105146,"R/H #1, 2 INTAKE GASKETS LEAKING. REMOVED & REPLACED INTAKE GASKETS.","right-hand number 1, 2 intake gaskets leaking. removed and replaced intake gaskets.",14,3
105147,L/H ENG #2 CYLINDER COMPRESSION LOW. OPS & LEAK CK GOOD.,left-hand engine number 2 cylinder compression low. operations and leak check good.,13,6
105148,L/H ENG #2 CYLINDER COMPRESSION LOW. REMOVED HARDWARE & ATTACHING COMPONENTS TO #2 CYL. REMO,left-hand engine number 2 cylinder compression low. removed hardware and attaching components to number 2 cylinder. remo,17,6
105149,OIL COOLER WEATHER STRIPPING LOOSE. REATTACHED WEATHER STRIPPING.,oil cooler weather stripping loose. reattached weather stripping.,10,0
105150,BAFFLING CRACKED ON #1 CYLINDER. STOP DRILLED CRACK.,baffling cracked on number 1 cylinder. stop drilled crack.,10,1
105151,#2 INTAKE TUBE GASKET LEAKING. INSTALLED NEW INTAKE GASKET.,number 2 intake tube gasket leaking. installed new intake gasket.,11,1
105152,#3 ROCKER BOX COVER GASKET LEAKING. REPLACED #3 ROCKER BOX GASKET.,number 3 rocker box cover gasket leaking. replaced number 3 rocker box gasket.,13,2
105153,R/H REAR ENGINE BAFFLE MOUNT RIVETS BROKEN. REMOVED CYL #3 AFT BAFFLE. REPLACED DAMAGED FASTENERS &,right-hand rear engine baffle mount rivets broken. removed cylinder number 3 aft baffle. replaced damaged fasteners and,18,4
105154,#2 INTAKE IS LEAKING. REMOVED & REPLACED INTAKE GASKET.,number 2 intake is leaking. removed and replaced intake gasket.,11,2
105155,ROCKER COVER SCREW IS MISSING. REPLACED MISSING SCREW.,rocker cover screw is missing. replaced missing screw.,10,0
105156,#2 CYL INTAKE LEAKING. REMOVED & REPLACED GASKET.,number 2 cylinder intake leaking. removed and replaced gasket.,10,3
105157,L/H #4 ROCKER COVER GASKET LEAKS. REMOVED & REPLACED GASKET.,left-hand number 4 rocker cover gasket leaks. removed and replaced gasket.,12,3
105158,"AFTER ENGINE START, ENGINE WAS RUNNING ROUGH BELOW 1000 RPM. RAN A/C, NO DEFECTS NOTED. PERFORMED  PHASE 4 INSP.","after engine start, engine was running rough below 1000 rpm. ran aircraft, no defects noted. performed phase 4 insp.",24,1
105159,#4 INTAKE LEAKING. REMOVED & REPLACED GASKET.,number 4 intake leaking. removed and replaced gasket.,9,2
105160,L/H O/B BAFFLE TIE ROD BROKEN. REPLACED TIE ROD.,left-hand outboard baffle tie rod broken. replaced tie rod.,11,2
105161,FRONT LOWER BAFFLE HAS HOLE IN IT FROM MUFFLER SHROUD. FABRICATED BAFFLE OF LIKE MATERIAL & INSTALLED.,front lower baffle has hole in it from muffler shroud. fabricated baffle of like material and installed.,19,1
105162,L/H FWD BAFFLE CRACKED. REPAIRED BAFFLE W/ DOUBLER.,left-hand forward baffle cracked. repaired baffle with doubler.,10,3
105163,L/H FWD BAFFLE CRACKED. REINSTALLED REPAIRED BAFFLE.,left-hand forward baffle cracked. reinstalled repaired baffle.,9,2
105164,L/H FWD BAFFLE CRACKED. REMOVED BAFFLE (EXTRA TIME NEEDED FOR PAPERWORK ERRORS),left-hand forward baffle cracked. removed baffle extra time needed for paperwork errors,15,2
105165,FWD BAFFLE SEAL MISSING FROM MUFFLER INTAKE ON BAFFLE. INSTALLED NEW BAFFLE SEAL.,forward baffle seal missing from muffler intake on baffle. installed new baffle seal.,15,1
105166,"R/H REAR BAFFLE HAS SHEARED RIVET. REMOVED BAFFLE, DRILLED OUT RIVETS & REINSTALLED W/ SCR","right-hand rear baffle has sheared rivet. removed baffle, drilled out rivets and reinstalled with scr",17,3
105167,"#1, 3 & 4 ROCKER COVERS ARE LEAKING. REMOVED & REPLACED GASKETS.","number 1, 3 and 4 rocker covers are leaking. removed and replaced gaskets.",15,3
