evaluation_cluster_id,split,case_count,unique_problem_texts,sample_problem_1,sample_problem_2,sample_problem_3,sample_case_ids
EVC-cda8e71b045c33eb,dev,1,1,ENGINE BAFFLE RUBBER SEAL INSECURE @ #2 CYLINDER.,,,102314
EVC-cdabe5ab66c45c17,train,1,1,#4 CYLINDER INTAKE TUBE GASKET LEAKING.,,,100587
EVC-cdb2d763a136ef70,train,1,1,"LACING CORD LOOSE ON SCAT TUBING + IGN LEAD TO FRAME, R/H SI",,,100201
EVC-cdbcf071bfa4888b,train,1,1,"FWD SNIFFLER VALVE IS LEAKING OIL/FUEL. THERE IS A 6"" PUDDLE",,,105027
EVC-cdd1f51f8390b4d6,train,1,1,RIGHT ENG #4 AIR BAFFLE IS CRACKED,,,100032
EVC-cde1e1678b3dfa7c,test,1,1,CRACK NOTED ON TOP OF #2 CYL BAFFLING.,,,103008
EVC-ce0a1d0f447c6b26,train,1,1,BAFFLE SEAL ON RIGHT FRONT CYLINDER NEEDS TO BE REPLACED.,,,104881
EVC-ce28d03c117e0422,dev,1,1,AUTO RE-IGN DOES NOT ACTIVATE W/ LOW N2 CONDITIONS.,,,102952
EVC-ce3d56cfcd4822a1,dev,1,1,L/H & R/H SIDE BAFFLE PLUGS LOOSE & BROKEN.,,,103534
EVC-ce5a05f3ac2b11b6,test,1,1,UPPER BAFFLE HOLE PLUGS AER WORN.,,,102964
EVC-cea696ba1c14dfca,train,1,1,SMALL CRACK NOTED ON R/H AFT BAFFLE OF R/H ENGINE ON I/B SID,,,104044
EVC-ced43a2accdd9c06,train,1,1,FRONT ENG SEAL (BLACK) ABOVE AIR INTAKE WORN SPOTS.,,,104610
EVC-cede4529416b0c9e,train,1,1,L/H ENGINE #4 REAR BAFFLE HAS SMALL CRACK & BAFFLE SEAL TORN,,,104036
EVC-cf0b631578af3952,train,1,1,"OVERSPED PROP DURING MANUEVERS, 30 RPM.",,,105805
EVC-cf276776a9fe9541,train,1,1,"BOLT MISSING ON #4 BAFFLE, R/H ENG.",,,103363
EVC-cf2b7543c3864809,train,1,1,R/H ENG ROUGH IN FLIGHT.,,,100157
EVC-cf4b272563c11046,train,1,1,"#3 ENGINE BAFFLE BOLT HOLE, FOR HOLD DOWN, NEEDS NEW RIVETS.",,,105603
EVC-cf5269c23c1686b6,dev,1,1,L/H SIDE COWL SEAL COMING LOOSE.,,,103093
EVC-cf95416058c8375c,test,1,1,#3 AFT BAFFLE GROMMET TORN.,,,100671
EVC-cfb1421347cf158f,test,1,1,FOUND RIGHT BAFFLE SEAL NEEDS TO BE SECURED.,,,102852
EVC-cffb3d92490b6a12,dev,1,1,"INTAKE GASKETS FROM CYL #1, 2 LEAKING.",,,102330
EVC-d013c3c0d58c504d,train,1,1,OIL PRESSURE SENDER GROUND STRAP NOT CONNECTED.,,,105183
EVC-d01ced46806fd84b,train,1,1,L/H & R/H OIL DIPSTICK TUBES ARE LOOSE.,,,101055
EVC-d0289cfa4f5b2148,train,1,1,"MX FLIGHT REQUIRED FOR ENGINE BREAK-IN, PROP RPM & TO CHECK",,,100597
EVC-d05660dbbcf57cdf,dev,1,1,R/H SIDE COWL SEAL IS LOOSE.,,,100708
EVC-d06815d75eee8c46,train,1,1,BLACK FWD SEAL HAS WORN SPOTS.,,,105014
EVC-d09bc984c97a9584,dev,1,1,L/H ENG #4 BAFFLE HAS A CRACKED REINFORCING BRACE.,,,101056
EVC-d0a55a4ab6e2c513,dev,1,1,LEFT & RIGHT BAFFLE PLUGS ARE WORN.,,,102760
EVC-d0b8ab8b6975e176,train,1,1,"#1 CYL HAS OIL LEAKING AT CYLINDER BASE, LOWER AFT CORNER.",,,103446
EVC-d11f3ba33b618468,test,1,1,TOP CENTER BAFFEL SCREW IS HITTING MOUNT,,,100857
EVC-d1271f628ab32f86,train,1,1,ENGINE TO BAFFLE ATTACH FITTING MISSING SCREW.,,,105000
EVC-d15c9cd284768809,test,1,1,L/H FWD ENGINE BAFFLE BLAST TUBE BLOCKED,,,100322
EVC-d172fa07cc60df35,train,1,1,"LOWEST PART OF ENGINE, RUBBING DIAGONAL.",,,100992
EVC-d18482cc00f07ce7,train,1,1,FULL POWER ONLY RESULTS IN 2640 RPM ON L/H ENGINE & 2600 RPM,,,100952
EVC-d1f56fba94879be0,train,1,1,ENGINE CHIP DETECTORS ARE REMOVED & WAITING FOR O-RINGS.,,,104958
EVC-d1fbbb9cc088f95b,test,1,1,"R/H ENG, FWD I/B BAFFLE HAS SMALL CRACK.",,,100161
EVC-d2b488c38909f1fb,train,1,1,CYL #3 HAD LOW COMPRESSION (50/80).,,,102946
EVC-d2c1c09a4e1bf20e,train,1,1,L/H SIDE BAFFLE HOLE WORN TOO LARGE FOR BAFFLE PLUG.,,,102740
EVC-d2e8cc217f2632c8,train,1,1,FOD AFT OF SPINNER,,,105389
EVC-d30a67b781be52be,test,1,1,"FWD LWR BLACK SEAL WORN, ABOVE AIR INTAKE.",,,104088
EVC-d342f261fa3a95b7,test,1,1,"FWD LOWER BAFFLE, R/H SIDE, IS CRACKED.",,,100431
EVC-d3a5d2f01a5687bd,test,1,1,#2 INTAKE LUBE GASKET LEAKING.,,,100598
EVC-d3b246dd6b4f5b0f,train,1,1,"#1, 3 INTAKE PUSH ROD TOO LONG.",,,104620
EVC-d3b5afb24b73d14b,train,1,1,OIL COOLER STAND OFFS NEED ADJUSTMENT.,,,100947
EVC-d3c64d2222506bdb,test,1,1,LWR FWD ENG SEAL WORN IN AREA ABOVE ENG INLET.,,,103169
EVC-d405cda65d38de47,test,1,1,"DURING CLIMB OUT, L/H ENGINE SHUTTERED 3 TIMES. EACH TIME RP",,,105271
EVC-d41f2579a63de1f9,train,1,1,"CRACK IN ENGINE COWLING BAFFLE, #1 CYL.",,,102612
EVC-d43ff4531dec992c,train,1,1,#2 CYLINDER HAS A STUCK VALVE.,,,100617
EVC-d485b18c47278340,train,1,1,"GROUND POWER CK NEEDED, L/H & R/H ENGINES.",,,105364
EVC-d4ae575b8cb480ff,train,1,1,R/H REAR BAFFLE INSP HOLE WORN.,,,104674
EVC-d4b539a86ed2ffab,train,1,1,CRACK ON OIL COOLER FLANGE.,,,102053
EVC-d4bfe5afbf4f923b,train,1,1,#3 INTAKE TUBE RUBBING ON BAFFLE.,,,101289
EVC-d501bed66ae7a936,dev,1,1,R/H REAR BAFFLING MOUNT BRACKET LOOSE.,,,104192
EVC-d50ff0072e850e18,train,1,1,"FWD BAFFLING, AFT OF ALTERNATOR, IS CRACKED.",,,105124
EVC-d510fb722f29b3a7,train,1,1,R/H UPPER BAFFLING BETWEEN #1 & 3 CYL HAS WORN STAPLE.,,,104260
EVC-d52dba8c77a37791,train,1,1,R/H FWD UPPER BAFFLE SEAL NEEDS TO BE RESECURED.,,,100283
EVC-d530ae6ffd4910c7,dev,1,1,"DURING RUN UP, BROUGHT THROTTLE TO IDLE; ENGINE SHUT DOWN.",,,105082
EVC-d54cd4d9109e5df5,dev,1,1,#3 IGNTION LEAD STAND OFF IS BROKEN.,,,103482
EVC-d54f3b90b9014619,train,1,1,"ON RUN UP, ENGINE RUNNING EXTREMELY ROUGH. SEVERAL LOUD SOUN",,,105625
EVC-d55a4943eaad9890,train,1,1,CENTER AFT ENGINE BAFFLE CRACKED.,,,101917
EVC-d5619eb2f2531462,dev,1,1,AFT ENGINE BAFFLE WORN FROM RUBBING.,,,102063
EVC-d5cc52e8364bf2fb,train,1,1,#3 CYL AFT BAFFLE ATTACH SCREW HAS COME OUT.,,,105734
EVC-d5d7ffc4fcfd393b,train,1,1,#2/4 BAFFLE CONNECT WIRE INSTALLED BELOW INTERCYLINDER BAFFL,,,103695
EVC-d69f2aface9893b4,train,1,1,R/H ENG #2 CYL BAFFLE SEAL LOOSE.,,,105041
EVC-d6ad0bb25c9d833a,dev,1,1,LOOSE RIVETS NOTED ON R/H SIDE OF CARB AIR BOX ON L/H ENGINE,,,103837
EVC-d6d31be794ef52db,dev,1,1,PLUGS FOR ENG BAFFLING WORN.,,,101190
EVC-d7482fffdaa70819,test,1,1,FRONT R/H BAFFLE SEAL IS NOT ATTACHED.,,,100939
EVC-d75116cdde648161,train,1,1,"L/H ENG BACK BAFFLE, BY #4 CYL, CRACKED.",,,102898
EVC-d754996192da81d4,train,1,1,R/H ENG #2 CYL FWD BAFFLE IS MISSING A SCREW.,,,102308
EVC-d75e9f6268a0ba5c,train,1,1,A/C BEGAN TO LEAK LARGE QUANTITIES OF OIL OUT OF RIGHT COWLI,,,104778
EVC-d771c0c5ce557138,train,1,1,"BAFFLE SEAL, ON BOTTOM RIGHT SIDE, NEEDS TO BE SECURED.",,,102646
EVC-d7de79aeb97bc663,train,1,1,BATTERY BOX BRACKET CRACKED.,,,103309
EVC-d7f1041af5859ba9,train,1,1,R/H AFT BAFFLE IS CRACKED BY ENGINE MOUNT BOLT HOLE.,,,101706
EVC-d7fa98ab0aaa980e,train,1,1,WORN SPOTS ON BLK SEAL IN LWR FRONT BAFFLING.,,,105459
EVC-d812eaf872737bb6,train,1,1,CRACK NOTED ON LOWER REAR POSITION OF #4 CYL BAFFLE.,,,103053
EVC-d82c5bd6e411b9c7,train,1,1,FWD L/H ENGINE BAFFLE CRACKED FROM HEAT AIR INTAKE DOWN.,,,101848
EVC-d836b74fa7fef240,dev,1,1,"ON ENGINE START UP, ENGINE MADE LOUD GRINDING NOISE, THAT DI",,,106000
EVC-d8373d9d1a70ae2b,train,1,1,LARGE POOL OF OIL UNDER ENGINE. OIL HAS BEEN ADDED LAST 2 DA,,,105314
EVC-d909efd904a1ff4a,train,1,1,#1 CYL BAFFLE NOT BEHIND CYLINDER NUT - INCORRECT INSTALL.,,,102064
EVC-d935f4abf05c297a,dev,1,1,FWD ENGINE HOIST LOOP BOLT IS LOOSE.,,,100764
EVC-d98f9a353011538e,train,1,1,RPM DROP AT 2000 RPM ON DOWNWIND ACCOMPANIED BY VIBRATION 2,,,104074
EVC-d99b1352f4194674,train,1,1,INDUCTION AIR FILTER CAN BE REPLACED.,,,101381
EVC-d9ba534b225a4a67,dev,1,1,FELT ON #1 & 3 BAFFLE COMING LOOSE.,,,100194
EVC-d9e23b7b3aa65ef4,train,1,1,BLACK SEAL FOR FWD BAFFLE NEEDS RTV.,,,104784
EVC-d9ebd6b49f30c11e,dev,1,1,R/H ENG #2 STACK BROKEN OFF.,,,102117
EVC-da1c93870bd2e2d9,dev,1,1,SCREW MISSING FROM L/H FWD BAFFLE ON R/H ENGINE.,,,106045
EVC-da77ba3120c22864,train,1,1,BAFFLE CRACKED ON #1 CYLILNDER.,,,106057
EVC-daf89e455106b8e6,train,1,1,"LEFT AFT BAFFLE SCREW LOOSE, BY #4 ROCKER COVER.",,,102323
EVC-db32883ce842f3ee,dev,1,1,L/H AFT STAND OFF BROKEN.,,,105237
EVC-db89300218d371c7,train,1,1,"LOOSE CABLE SAFETY BAFFLE BOLTS, CYL #2.",,,100404
EVC-db8c4ea0b7d9dcc9,train,1,1,#3 CYL RUNNING VERY CLEAN.,,,103455
EVC-db9ff955407a6c4c,test,1,1,A/C DIED DURING IDLE CK.,,,100998
EVC-dbc843bc425e7412,train,1,1,"LWR FWD BLACK SEAL, ABOVE ENG FILTER, WORN SPOTS.",,,105437
EVC-dc0271352e3ffee2,test,1,1,CHT NEEDLE BOUNCES & HAD ENGINE RUN ROUGH MOMENTARILY.,,,100135
EVC-dc4ca8848094402a,train,1,1,#1 CYLINDER WIRE STANDOFF IS BROKEN.,,,105171
EVC-dc54435e99b1a93a,train,1,1,R/H ENGINE LIFTING EYE BOLT LEAKING OIL.,,,101886
EVC-dc9d89db6333a689,train,1,1,FWD BAFFLE SEALS HAVE WORN SPOTS.,,,103106
EVC-dcc613617c6bff3c,test,1,1,"AFTER START, ENG RAN ROUGH. RPM OVER 1000, ENG WOULD SPUTTER",,,104473
EVC-dccf862a0e986859,train,1,1,MISSING SCREW FRONT BAFFLE ON R/H SIDE.,,,101400
EVC-dcffc364e2a43bc4,test,1,1,R/H REAR ENGINE BAFFLE LOOSE.,,,106030
EVC-dd4176c4a9023a9a,test,1,1,INTER CYLINDER BAFFLE CRACKED BETWEEN #1 & 3 CYLS.,,,102723
EVC-dd83eeca2072418d,test,1,1,REAR R/H ENGINE BAFFLE BRACKET RIVETS LOOSE.,,,100865
EVC-dd99d404e4015039,dev,1,1,R/H AFT BAFFLING RIVETS SHEARED.,,,101957
EVC-dda1fc4913e1d258,train,1,1,"ON FLIGHT, L/H ALT INDICATES ZERO.",,,105843
EVC-ddb8096ffd8aeb0e,train,1,1,R/H ENG CYL #2 HAS POSSIBLE CRACK BY INTAKE PORT.,,,105383
EVC-ddcdb67c88473ca1,train,1,1,R/H #3 REAR & #4 SIDE BAFFLE SEALS TORN.,,,103975
EVC-ddf15092708f59c6,train,1,1,RPM 2700 FOR 2 SEC.,,,105017
EVC-ddf9ecb52c14af30,train,1,1,ADEL CLAMP TORN BY R/H ENGINE MOUNT.,,,101547
EVC-de10151b1e069295,train,1,1,FWD PUSH ROD SEAL LEAKING @ ENGINE ON #3 CYLINDER.,,,100370
EVC-de307c9fc7d45abc,train,1,1,ENGINE DIED DURING MAG CK.,,,100105
EVC-de4795720d42b81d,train,1,1,#3 INTAKE I/B TO ENGINE THREAD STRIPPED.,,,100771
EVC-de80252de84b66f4,train,1,1,#2 FWD BAFFLE CHAFING #2 DRAIN LINE.,,,104300
EVC-de9e1428e3e1ec87,train,1,1,OVERBOARD BATTERY & ENGINE OVERBOARD VENT TUBES CHAFED.,,,100786
EVC-de9ed68221f46f3f,train,1,1,FRONT FWD BAFFLE HUNG UP ON BOLT OF ALTERNATOR EXTRA BRACKET,,,103236
EVC-deb4fc2d43d5a78e,train,1,1,L/H ENG CARB AIR BOX APPEARS TO HAVE BEEN ON FIRE.,,,102694
EVC-df5894003926e615,train,1,1,BAFFLE CONNECTION ROD LOOSE ON #1 & 3 CYL OF L/H ENGINE.,,,103287
EVC-df5c21fc2664a120,train,1,1,R/H ENGINE OIL PRESSURE SETTING ADJUSTER SAFETY WIRE IS LOOS,,,104053
EVC-df620d1b73bffb4f,train,1,1,R/H ENG #2 BAFFLE IS MISSING A BOLT.,,,101192
EVC-dfd197e0838c120b,test,1,1,FWD LOWER R/H BAFFLE SEAL NEEDS REPLACEMENT.,,,102983
EVC-e00fbf0f4652f961,dev,1,1,FWD BAFFLE CHAFING ON MUFFLER SHROUD.,,,101524
EVC-e01a3d771ea5be0a,train,1,1,TYWRAP BROKEN ON STAND OFF ON #2 CYL.,,,103308
EVC-e03101343c98f910,train,1,1,#2 CYL BAFFLE BARREL NUT & SCREW MISSING.,,,104220
EVC-e0549ec6c0d63d49,train,1,1,"FWD BAFFLE, L/H BOTTOM RUBBING W/ MUFFLER.",,,105763
EVC-e07403853016c4e4,train,1,1,FWD BAFFLE SEAL WORN BY ENG INTAKE.,,,104730
EVC-e0a0577ad1ebb31f,train,1,1,R/H FWD BAFFLE MATERIAL LOOSE.,,,103336
EVC-e0d0d6d7e3028f1e,train,1,1,INDUCTION ELBOW DRAIN TUBE REQUIRES REPOSITIONING.,,,105574
EVC-e0e0a148555407ad,dev,1,1,TOP OIL COOLER HOSE KINKED & NOT SECURED.,,,104896
EVC-e14a139a7544909d,dev,1,1,CRACKED FRONT UPPER R/H SIDE ENG BAFFLE ON #1 CYL.,,,102020
EVC-e1550f125cb9dc9b,train,1,1,#3 CYL RIGHT ENGINE SHOWS NO EGT.,,,101675
EVC-e16189a6dae228bb,test,1,1,"#3, 4 PISTON PINS DAMAGED DURING REMOVAL.",,,104619
EVC-e19601f13bef0bc9,train,1,1,R/H ENG OIL COOLER LEAKING.,,,102535
EVC-e1a6fda310e7f74f,test,1,1,R/H & L/H VALVE COVERS LEAKING.,,,101884
EVC-e1d1209cc3fc70ec,train,1,1,"CAP SCREW MISSING, L/H ENG #4 BAFFLE.",,,100289
EVC-e253001941020f8f,train,1,1,R/H SIDE BAFFLE PLUG LOOSE W/ TABS BROKEN.,,,103565
EVC-e26718a97b604f93,train,1,1,SCREW MISSING BEHIND #3 BAFFLE.,,,100943
EVC-e3038d9885a55d5d,test,1,1,SIDE BAFFLE PLUG HOLES ARE WORN TOO LARGE.,,,102420
EVC-e3215819086f7d49,train,1,1,L/H BAFFLE SEAL REQUIRES REPLACEMENT.,,,101226
EVC-e3477a309cbde817,train,1,1,BOLT MISSING ON AFT BAFFLING.,,,104375
EVC-e34af4f203868180,train,1,1,BOTH SPARK PLUG BAFFLE PLUGS ARE WORN.,,,101156
EVC-e368b47ba168c25f,train,1,1,WRENCH ON CYL #1,,,105990
EVC-e36c4a00f7532b15,train,1,1,#4 CYLINDER OIL DRAIN LINE CLAMPS LOOSE.,,,104891
EVC-e36f7f4a22b6ff6d,dev,1,1,BAFFLE SEALS UNDER BOTH PROP GOVERNORS ARE LOOSE.,,,100110
EVC-e39ff58717243aba,test,1,1,ENGINE RPM WOULD NOT STABILIZE. CONSTENTLY VARYING & STUDDER,,,105174
EVC-e407794caf75e673,test,1,1,SPARK PLUG ACCESS HOLE ON BAFFLE CYL #4 ELONGATED.,,,101475
EVC-e40947e4f68e6770,train,1,1,LEFT ENGINE BLEED AIR LINE CHAFING.,,,103581
EVC-e40cf55b06566f4d,train,1,1,#3 ROCKER DRAIN LINE CHAFING.,,,103138
EVC-e462fb58743b8249,train,1,1,#1 CYL BOTTOM BAFFLE SEAL RIVET PULLED THROUGH.,,,103916
EVC-e5673d524fec9846,test,1,1,LH/ TOP ENGINE BAFFLE SEAL LOOSE.,,,105633
EVC-e56ee414d8c31eba,test,1,1,#3 PUSH ROD SEALS LEAKING.,,,102080
EVC-e586f01b78ad85ed,train,1,1,BAFFLE SPARK PLUG CAPS ARE WORN OUT.,,,100513
EVC-e5d65c1e55327805,train,1,1,"L/H ENG, AFT BAFFLING CRACKED BEHIND CYL #4.",,,102804
EVC-e5e44691a09b12cf,test,1,1,CYL #3 INTAKE TUBE LEAKING AT SUMP CONNECTOR HOSE.,,,100387
EVC-e623bf98b1f4c211,train,1,1,BAFFLE BOLT SAFETIES ARE LOOSE ON #1 & 3 CYL.,,,100579
EVC-e63305108d4dfd90,train,1,1,"WHEN PULLED BACK THROTTLE HARD IDLE SEVERAL SECONDS, ENGINE",,,104145
EVC-e68368023a736704,train,1,1,LEFT ENGINE #3 DRAIN HOSE CLAMP AGAINST BAFFLE.,,,100393
EVC-e69aa4b38d7f7e57,train,1,1,"RIGHT ENG, ALL VALVE COVERS ARE LEAKING.",,,100035
EVC-e6c7038499286f12,train,1,1,ENGINE WOULD SPUTTER WHEN GOING FROM IDLE TO FULL THROTTLE.,,,105926
EVC-e733f3b8d233fb40,train,1,1,R/H ENGINE #3 CYL AFT BAFFLE SEAL IS OUT OF PLACE.,,,100338
EVC-e762351f34281fe9,dev,1,1,OIL COOLER BOLT REMOVED,,,104878
EVC-e76d8a2af14f0620,train,1,1,ALL ROCKER DRAIN LINES LEAKING AT HOSE CLAMPS.,,,104461
EVC-e7ebbbb689141d8d,test,1,1,ENGINE INSPECTION PANEL MISSING SCREW,,,100304
EVC-e809065b5635cdeb,train,1,1,"#1, 3 & 4 VALVE COVER GASKETS LEAKING.",,,102763
EVC-e81422aac7c596a3,train,1,1,"CRACK ON FWD BAFFLE, AFT OF ALTERNATOR MOUNT BOLT.",,,103254
EVC-e8940f47dd7af94b,test,1,1,"R/H ENG #4 CYL AFT BAFFLE, AFT BAFFLE CORNER SUPPORT BRACKET",,,102304
EVC-e8b7a21f647795ef,train,1,1,"DURING RUN UP, WHEN CHECKING LEFT MAG, THERE WAS A 250 RPM D",,,105757
EVC-e8bdb511f6d75133,train,1,1,SOME ROCKER COVER SCREWS LOOSE.,,,103899
EVC-e8c0ca550a1f8b45,dev,1,1,"CRACK IN FRONT OF L/H SIDE OF ENG BAFFLING, IN FRONT OF #2 C",,,102701
EVC-e8eaf29a977b793a,dev,1,1,OVERSPEED ENGINE BY 20 RPM FOR NO MORE THAN 10 SECONDS.,,,106049
EVC-e90e54f9e472581d,test,1,1,#3 BAFFLE BRACKET MISSING HARDWARE.,,,105351
EVC-e92445a46b3cbbc9,train,1,1,"FWD BAFFLE, BY #2 CYL, CRACKED.",,,105061
EVC-e950fd7e7472c792,dev,1,1,BLACK SEAL WEARING AGAINST ENG INTAKE FILTER.,,,104782
EVC-e95a594533aa675c,train,1,1,R/H FWD BAFFLE HAS A CRACK.,,,103855
EVC-e98b90b7c22550f0,train,1,1,R/H ENGINE OVER TEMP 503*.,,,105055
EVC-e9b041d60b3cb69c,train,1,1,L/H INTER-CYLINDER BAFFLE IS LOOSE.,,,101511
EVC-e9b4f13b9a3d257d,train,1,1,"L/H ENGINE RUNS @ 2700, R/H ONLY 2600.",,,105133
EVC-ea71fbcc78bc2172,test,1,1,BOTH LOWER DEFLECTORS CRACKED.,,,101382
EVC-ea93f071f1c270a9,train,1,1,ACCESSORY HOUSING/VACUUM ADAPTER GASKET LEAKING.,,,105899
EVC-ea9888d29c844467,train,1,1,COWL SEAL MISSING/LOOSE ON LOWER R/H ENGINE.,,,105204
EVC-eab9fa358e98c53d,test,1,1,BAFFLE TIE WIRES NOT SECURED.,,,104297
EVC-eb20ce3496f7bd8e,train,1,1,LWR BLACK SEAL ABOVE INTAKE WORN SPOTS.,,,104342
EVC-eb347b05561bad4d,dev,1,1,BOTH BOLTS LOOSE FOR GROUNDING STRAP FOR ENG.,,,105564
EVC-eb42fb333a788192,test,1,1,SIDE BAFFLE PLUG HOLES ARE WORN OUT.,,,104930
EVC-eb4542d6034c0bb3,train,1,1,R/H ENG I/B AFT BAFFLE @ UPPER I/B OIL COOLER CRACKED.,,,104038
EVC-eb54262fb8d736a0,train,1,1,R/H ENGINE OIL LEAK AT FILTER HOUSING AFTER RUN UP.,,,102721
EVC-ebca62c71c3dd9d8,train,1,1,#4 BOTTOM ROCKER COVER SCREW WON'T TIGHTEN.,,,101963
EVC-ebce8f9a991c6535,train,1,1,OIL COOLER NEEDS TO BE BLOWN OUT.,,,102853
EVC-ebe46c242bcb7cf0,test,1,1,"ENG L/H SIDE BAFFLE, MIDDLE MOUNT RIVETS ARE LOOSE.",,,100948
EVC-ebfaa1696f5f2594,train,1,1,BAFFLE SEAL WORN & WEARING ABOVE ENG INLET.,,,103372
EVC-ec2a444b1b86acc3,train,1,1,ANY INCREASE IN THROTTLE WOULD CAUSE SPUTTER & DROP IN RPM.,,,105255
EVC-ec40da9928f2ab6d,train,1,1,A/C WILL NOT START.,,,102204
EVC-ec4a1470c080bb40,test,1,1,"ENGINE WILL NOT MAKE ENOUGH POWER TO HOVER HIGHER THAT 2', #",,,102814
EVC-ec7adc761968fde1,train,1,1,#2 & 4 CYL I/B BAFFLE WIRE IS OUTSIDE INNER CYL BAFFLE.,,,104854
EVC-ec92af2a584f0bd1,train,1,1,#2 CYL BAFFLING SEAL UNSECURED ON R/H ENGINE.,,,104528
EVC-eca4d4d7dd53d454,train,1,1,#3 CYL BAFFLING MISSING SPARK PLUG ACCESS PLUG.,,,103007
EVC-ecd18e32b5196c9f,train,1,1,#3 CYL CHT >200*F WARMER THAN OTHER CYLINDERS.,,,104923
EVC-ece68f77f634c5fe,dev,1,1,LUECO MARKINGS REQUIRED.,,,103539
EVC-ed7aaca41d144b62,dev,1,1,R/H ENGINE FIRE SEAL LOOSE ON BOTTOM COWL.,,,105360
EVC-ed7b27fd8650c072,train,1,1,"SEAL WEARING AT FWD LWR BAFFLE, ABOVE INTAKE.",,,103450
EVC-edc8c3d1361f227d,dev,1,1,R/H ENG OIL RETURN LIKE CLAMPS ARE LOOSE.,,,101261
EVC-edc9ee08f5c6fed6,dev,1,1,#4 CYL ON R/H ENG BAFFLE SEAL NEEDS TO BE REPLACED.,,,104612
EVC-edcdc39658bbeb76,dev,1,1,L/H ENG 1ST STAGE COMP BLADE IS NICKED.,,,104542
EVC-ee4d4d198b8e17c3,train,1,1,#4 EXHAUST PUSH ROD & ROCKER ARM SCORED.,,,106110
EVC-ee4ef39d2cc01116,train,1,1,R/H ENG #1 FWD BAFFLE IS MISSING A BOLT.,,,101057
EVC-ee66f3044f837750,test,1,1,CENTER TOP BAFFLE BRACKET IS CRACKED.,,,101707
EVC-ee7e3c89da4a4e71,train,1,1,BAFFLE SCREW MISSING ON #2 CYL BAFFLE SECTION.,,,104934
EVC-eeb0b5390a63078f,train,1,1,LEFT BAFFLE LOOSE (#2 CYL BAFFLE SEAL).,,,104899
EVC-eeb553e844b2afbf,train,1,1,PROP OVERSPEED TO 2630.,,,105142
EVC-eed5ac2537db1c8a,train,1,1,"#3 ROCKER COVER, ROCKER SHAFT PLUGS ARE BROKEN.",,,100831
EVC-ef0ac1a5f12b83db,train,1,1,UPON ENGINE START UP; WHEN INCREASING THROTTLE TO 1200 TO LE,,,105123
EVC-ef18a9374ad97dcb,train,1,1,ENGINE RPM REACHED 2760 FOR APPROX 2 SECONDS.,,,101114
EVC-ef19f0a59d3c73e5,train,1,1,BOLT FOR ALT SUPPORT NEEDS SAFETY WIRE.,,,106066
EVC-ef293f67b9446b1e,train,1,1,BROKEN MANIFOLD PSI LINE.,,,102515
EVC-ef2c18a0b3284b10,dev,1,1,"FWD BAFFLE SEAL WORN, BY AIR FILTER.",,,103799
EVC-ef3734e179af6b6b,test,1,1,R/H REAR BAFFLE MISSING GROMMET.,,,106136
EVC-ef5192f10f9bba98,train,1,1,LEFT ENGINE WOULD NOT START. LEFT ENGIEN COVER WAS NOT PUT O,,,105799
EVC-ef591e9d28c0b806,train,1,1,#2 INTAKE SLIGHT LEAK.,,,103510
EVC-ef8b05f591b7aee9,dev,1,1,L/H LOWER ENGINE COWL CAM LOCK MISSING LOCK WASHER.,,,105766
EVC-efa0ade6084bd268,test,1,1,LWR FWD ENG COWL SEAL WEARING ON ENGINE INTAKE.,,,103184
EVC-efbf03414c742511,train,1,1,PILOT REPORTED STRONG ENGINE VIBRATION DURING STOP & GO WHIL,,,100457
EVC-efc1f7a9082ef2bf,train,1,1,MIXTURE CHECK FAILS - RPM 200 RISE.,,,101369
EVC-efe4d6f041b9520f,train,1,1,DURING FLIGHT A/C WOULD INTERMITTENTLY LOSE POWER ON L/H ENG,,,105384
EVC-efea97fbb554d57e,train,1,1,"R/H BAFFLE SPRING BROKEN, BAFFLE CHAFING ON #3 OIL RETURN LI",,,104837
EVC-f0370007ac2409d7,train,1,1,"R/H ENG, R/H BAFFLE TIE ROD IS RUBBING ON OIL RETURN LINE HO",,,103770
EVC-f0565c314925162f,dev,1,1,BAFFLE PLUGS ARE WORN OUT.,,,103512
EVC-f0631541beb8e403,train,1,1,LWR FWD SEAL NEEDS RTV ABOVE ENG INTAKE.,,,104092
EVC-f0c6c7bd35b089c4,test,1,1,"COWL SEAL, ABOVE #3 CYL BAFFLE, FELL OFF RIVET.",,,103610
EVC-f0e9f83279e8c1c3,train,1,1,"#3 INTAKE LEAKING ON L/H ENGINE, ALONG W/ #2.",,,101967
EVC-f12831e9774b89bc,train,1,1,BAFFLE SEALS NEED TO BE RESECURED ON BOTH ENGINES.,,,100703
EVC-f1564ec988136d78,train,1,1,#4 VALVE COVER GASKET LEAKING.,,,100796
EVC-f1839367b1eedb00,train,1,1,L/H CARB HEAT BRACKET LOOSE.,,,101365
EVC-f184d4005922b9ea,train,1,1,R/H REAR ENGINE BAFFLE MOUNTING BRACKET RIVETS BROKEN.,,,100621
EVC-f1ccbdae9e1935f2,test,1,1,SCREW LOOSE ON ENGINE BAFFLING.,,,102207
EVC-f1cd9f3008c82703,train,1,1,LH ENGINE #4 CYL BAFFLE SEAL STAPLE PULLED THROUGH,,,103909
EVC-f23446ed4dc16ac6,train,1,1,R/H BAFFLE SPARK PLUG ACCESS BUTTON WORN.,,,101146
